OrderID,ProductID,ProductCategory,ProductName,Discount(%),SalesAmount,CustomerReview,ReviewDate
108272,P0404,Books,Biography,19.44,97.96,Decent,2025-05-12
108273,P0104,Electronics,Smartwatch,13.16,291.69,Disappointed,2024-11-14
108274,P0601,Beauty,Lipstick,21.21,9.52,Best purchase,2025-04-30
108275,P0204,Apparel,Jacket,27.04,143.4,Best purchase,2024-08-11
108276,P0405,Books,Mystery,3.6,368.7,Good product,2025-02-22
108277,P0602,Beauty,Foundation,18.37,115.62,Great value,2025-03-07
108278,P0404,Books,Biography,18.01,175.41,Very satisfied,2024-11-04
108279,P0104,Electronics,Smartwatch,14.45,39.99,Decent,2024-11-15
108280,P0503,Sports,Tennis Racket,11.83,189.11,Terrible,2025-01-25
108281,P0205,Apparel,Hat,4.05,206.17,Okay quality,2024-07-10
108282,P0605,Beauty,Perfume,5.88,229.71,Satisfactory,2025-01-24
108283,P0603,Beauty,Eyeliner,5.62,139.03,Good product,2024-06-16
108284,P0603,Beauty,Eyeliner,11.07,87.66,Highly recommend,2025-02-01
108285,P0104,Electronics,Smartwatch,2.29,383.81,Terrible,2025-03-19
108286,P0504,Sports,Running Shoes,5.52,118.26,Excellent quality,2024-12-13
108287,P0403,Books,Science,9.56,39.37,Decent,2024-10-24
108288,P0102,Electronics,Laptop,4.4,325.05,Very satisfied,2025-01-29
108289,P0203,Apparel,Sneakers,8.6,65.05,Mediocre,2024-10-15
108290,P0505,Sports,Yoga Mat,24.26,154.01,Best purchase,2025-01-25
108291,P0302,Home & Kitchen,Microwave,14.72,252.51,Very satisfied,2025-01-27
108292,P0201,Apparel,T-Shirt,20.59,392.12,Very satisfied,2024-10-13
108293,P0101,Electronics,Smartphone,7.37,214.52,It's fine,2024-11-28
108294,P0401,Books,Fiction,17.62,330.2,Terrible,2025-03-06
108295,P0104,Electronics,Smartwatch,27.72,350.09,Exceeded expectations,2025-05-20
108296,P0202,Apparel,Jeans,17.58,224.34,Good product,2024-10-25
108297,P0301,Home & Kitchen,Blender,3.02,271.88,Neither good nor bad,2025-05-03
108298,P0205,Apparel,Hat,13.6,215.16,Very satisfied,2025-03-27
108299,P0502,Sports,Basketball,9.91,369.0,Mediocre,2025-02-13
108300,P0404,Books,Biography,0.03,121.75,Cheaply made,2024-06-30
108301,P0302,Home & Kitchen,Microwave,3.19,474.68,Great value,2024-12-27
108302,P0401,Books,Fiction,8.06,219.31,It's fine,2024-10-03
108303,P0202,Apparel,Jeans,12.32,17.36,Would not recommend,2024-09-23
108304,P0601,Beauty,Lipstick,28.77,248.6,Good product,2024-11-15
108305,P0102,Electronics,Laptop,7.83,444.23,Disappointed,2024-11-23
108306,P0502,Sports,Basketball,10.56,305.9,Best purchase,2025-02-13
108307,P0104,Electronics,Smartwatch,2.81,168.89,It's fine,2024-10-07
108308,P0205,Apparel,Hat,23.95,154.16,Very satisfied,2025-03-18
108309,P0104,Electronics,Smartwatch,28.4,123.99,Exceeded expectations,2024-09-06
108310,P0601,Beauty,Lipstick,16.88,343.98,Loved it,2024-10-30
108311,P0602,Beauty,Foundation,6.05,403.28,Highly recommend,2024-10-06
108312,P0604,Beauty,Moisturizer,0.57,466.67,Very satisfied,2024-06-29
108313,P0101,Electronics,Smartphone,16.05,417.28,Neutral feeling,2025-02-11
108314,P0505,Sports,Yoga Mat,17.35,76.79,Neutral feeling,2024-08-03
108315,P0205,Apparel,Hat,20.46,280.09,Decent,2024-11-16
108316,P0304,Home & Kitchen,Vacuum Cleaner,24.79,230.21,Cheaply made,2024-11-12
108317,P0503,Sports,Tennis Racket,7.84,20.94,Neither good nor bad,2025-01-07
108318,P0403,Books,Science,3.84,58.57,Good product,2024-09-12
108319,P0604,Beauty,Moisturizer,14.49,147.76,Exceeded expectations,2025-01-28
108320,P0204,Apparel,Jacket,20.58,220.72,Neutral feeling,2025-01-11
108321,P0302,Home & Kitchen,Microwave,4.56,16.75,Works perfectly,2024-06-05
108322,P0505,Sports,Yoga Mat,7.55,369.9,Average product,2025-03-07
108323,P0202,Apparel,Jeans,1.97,344.66,Poor quality,2024-11-03
108324,P0203,Apparel,Sneakers,22.44,311.67,Would not recommend,2024-07-03
108325,P0303,Home & Kitchen,Coffee Maker,7.69,397.12,Terrible,2025-04-12
108326,P0205,Apparel,Hat,20.17,264.37,Works perfectly,2024-12-28
108327,P0102,Electronics,Laptop,25.3,244.68,Excellent quality,2025-05-07
108328,P0102,Electronics,Laptop,28.4,237.4,Exceeded expectations,2024-10-23
108329,P0203,Apparel,Sneakers,5.9,236.76,Excellent quality,2024-11-21
108330,P0203,Apparel,Sneakers,22.72,312.55,Fantastic,2024-12-21
108331,P0303,Home & Kitchen,Coffee Maker,29.75,112.55,Average product,2024-12-25
108332,P0301,Home & Kitchen,Blender,16.82,26.37,Mediocre,2024-09-19
108333,P0303,Home & Kitchen,Coffee Maker,23.73,208.55,Great value,2025-03-25
108334,P0505,Sports,Yoga Mat,19.69,386.4,Nothing special,2024-10-31
108335,P0105,Electronics,Camera,28.13,324.51,Very satisfied,2024-10-09
108336,P0402,Books,Non-Fiction,15.24,413.61,Average product,2025-02-06
108337,P0202,Apparel,Jeans,23.04,257.09,Very satisfied,2025-02-10
108338,P0204,Apparel,Jacket,16.99,384.41,It's fine,2025-03-12
108339,P0202,Apparel,Jeans,10.18,430.35,Average product,2025-04-24
108340,P0305,Home & Kitchen,Toaster,29.53,30.83,Best purchase,2024-09-24
108341,P0103,Electronics,Headphones,19.93,311.0,Nothing special,2024-11-12
108342,P0201,Apparel,T-Shirt,20.13,222.8,Poor quality,2024-06-04
108343,P0403,Books,Science,27.18,334.59,Exceeded expectations,2025-04-18
108344,P0203,Apparel,Sneakers,17.3,206.54,Excellent quality,2025-02-17
108345,P0204,Apparel,Jacket,0.72,91.51,Disappointed,2024-07-04
108346,P0503,Sports,Tennis Racket,19.92,319.85,Disappointed,2024-08-13
108347,P0504,Sports,Running Shoes,9.99,279.11,Exceeded expectations,2025-04-27
108348,P0604,Beauty,Moisturizer,24.03,321.61,Works perfectly,2024-06-16
108349,P0503,Sports,Tennis Racket,15.6,240.18,Cheaply made,2025-02-05
108350,P0501,Sports,Football,14.1,67.81,Neutral feeling,2025-03-11
108351,P0303,Home & Kitchen,Coffee Maker,2.42,256.34,Very satisfied,2024-08-25
108352,P0601,Beauty,Lipstick,5.89,81.7,Satisfactory,2024-09-12
108353,P0101,Electronics,Smartphone,18.8,36.11,Great value,2024-06-03
108354,P0303,Home & Kitchen,Coffee Maker,19.78,126.43,Not worth the price,2024-12-21
108355,P0602,Beauty,Foundation,17.46,42.99,Works perfectly,2025-03-11
108356,P0302,Home & Kitchen,Microwave,2.7,101.66,Highly recommend,2024-07-12
108357,P0203,Apparel,Sneakers,10.53,405.77,Nothing special,2024-11-06
108358,P0204,Apparel,Jacket,29.99,239.86,Mediocre,2025-03-04
108359,P0203,Apparel,Sneakers,5.93,387.08,Loved it,2025-04-16
108360,P0202,Apparel,Jeans,1.03,130.83,Fantastic,2025-04-13
108361,P0604,Beauty,Moisturizer,11.44,426.06,Good product,2024-07-31
108362,P0303,Home & Kitchen,Coffee Maker,17.56,341.56,Disappointed,2024-11-20
108363,P0205,Apparel,Hat,1.81,189.6,Highly recommend,2024-11-15
108364,P0305,Home & Kitchen,Toaster,11.86,130.62,Defective,2024-08-15
108365,P0301,Home & Kitchen,Blender,18.49,181.91,Fantastic,2024-11-18
108366,P0402,Books,Non-Fiction,21.16,256.16,Works perfectly,2024-06-06
108367,P0302,Home & Kitchen,Microwave,8.35,260.32,Loved it,2025-03-28
108368,P0301,Home & Kitchen,Blender,0.34,113.17,Acceptable,2025-01-12
108369,P0503,Sports,Tennis Racket,10.75,357.12,Acceptable,2024-10-22
108370,P0101,Electronics,Smartphone,22.82,58.71,Best purchase,2024-09-11
108371,P0504,Sports,Running Shoes,2.72,313.53,Average product,2024-12-19
108372,P0505,Sports,Yoga Mat,20.69,19.93,Average product,2025-05-06
108373,P0303,Home & Kitchen,Coffee Maker,27.56,151.16,Works perfectly,2024-12-13
108374,P0202,Apparel,Jeans,25.63,270.94,Nothing special,2024-10-01
108375,P0102,Electronics,Laptop,13.07,199.08,Loved it,2025-04-25
108376,P0101,Electronics,Smartphone,22.22,356.77,Neither good nor bad,2024-09-22
108377,P0404,Books,Biography,5.38,242.19,Exceeded expectations,2025-04-24
108378,P0604,Beauty,Moisturizer,13.39,92.94,Not worth the price,2024-11-21
108379,P0602,Beauty,Foundation,23.54,52.31,Exceeded expectations,2024-08-20
108380,P0104,Electronics,Smartwatch,23.03,353.98,Excellent quality,2024-09-20
108381,P0502,Sports,Basketball,18.98,327.76,Neutral feeling,2024-12-24
108382,P0302,Home & Kitchen,Microwave,16.4,193.17,Best purchase,2024-09-01
108383,P0405,Books,Mystery,6.97,425.97,Loved it,2025-03-28
108384,P0404,Books,Biography,20.73,223.02,Great value,2025-03-08
108385,P0103,Electronics,Headphones,18.63,320.88,Great value,2024-11-16
108386,P0202,Apparel,Jeans,10.23,10.5,Satisfactory,2024-10-05
108387,P0304,Home & Kitchen,Vacuum Cleaner,10.71,356.46,Neither good nor bad,2025-01-01
108388,P0104,Electronics,Smartwatch,11.37,303.61,Nothing special,2024-09-05
108389,P0303,Home & Kitchen,Coffee Maker,7.77,272.48,Not worth the price,2025-03-20
108390,P0401,Books,Fiction,26.45,339.83,Fantastic,2024-12-08
108391,P0402,Books,Non-Fiction,23.13,38.3,Would not recommend,2024-12-21
108392,P0502,Sports,Basketball,2.01,145.5,It's fine,2024-06-28
108393,P0602,Beauty,Foundation,0.55,468.43,Exceeded expectations,2025-02-25
108394,P0205,Apparel,Hat,21.47,17.05,Nothing special,2025-02-09
108395,P0405,Books,Mystery,11.97,62.78,It's fine,2024-06-11
108396,P0601,Beauty,Lipstick,28.22,94.66,Okay quality,2024-06-16
108397,P0501,Sports,Football,0.24,486.82,Good product,2024-06-19
108398,P0302,Home & Kitchen,Microwave,1.97,192.81,Would not recommend,2025-01-07
108399,P0104,Electronics,Smartwatch,29.85,95.43,Best purchase,2024-07-17
108400,P0302,Home & Kitchen,Microwave,18.65,230.69,Bad experience,2024-11-03
108401,P0204,Apparel,Jacket,26.95,341.49,Fantastic,2025-03-26
108402,P0504,Sports,Running Shoes,20.53,245.65,Loved it,2024-12-14
108403,P0104,Electronics,Smartwatch,10.96,365.2,Very satisfied,2025-05-14
108404,P0402,Books,Non-Fiction,21.24,266.2,Terrible,2024-10-05
108405,P0101,Electronics,Smartphone,12.65,362.02,Great value,2024-11-24
108406,P0505,Sports,Yoga Mat,24.89,242.32,Would not recommend,2024-09-02
108407,P0202,Apparel,Jeans,27.35,8.89,Highly recommend,2024-07-07
108408,P0401,Books,Fiction,3.56,356.21,Very satisfied,2024-08-30
108409,P0302,Home & Kitchen,Microwave,14.85,372.41,Works perfectly,2025-02-13
108410,P0302,Home & Kitchen,Microwave,23.96,109.77,It's fine,2024-09-13
108411,P0501,Sports,Football,19.29,34.17,Best purchase,2024-10-16
108412,P0604,Beauty,Moisturizer,10.14,322.08,Terrible,2024-07-24
108413,P0304,Home & Kitchen,Vacuum Cleaner,6.3,183.97,Good product,2025-02-10
108414,P0105,Electronics,Camera,24.18,363.97,Works perfectly,2024-08-24
108415,P0503,Sports,Tennis Racket,9.15,165.1,Works perfectly,2024-12-31
108416,P0605,Beauty,Perfume,7.32,253.91,Good product,2024-08-13
108417,P0102,Electronics,Laptop,19.25,250.48,Great value,2024-08-02
108418,P0101,Electronics,Smartphone,10.04,289.84,Best purchase,2025-04-14
108419,P0205,Apparel,Hat,15.71,188.31,Waste of money,2024-12-11
108420,P0304,Home & Kitchen,Vacuum Cleaner,5.17,273.92,Neutral feeling,2024-06-03
108421,P0605,Beauty,Perfume,23.07,262.57,Works perfectly,2024-07-12
108422,P0204,Apparel,Jacket,5.2,117.05,Neither good nor bad,2024-11-14
108423,P0605,Beauty,Perfume,1.04,449.08,Works perfectly,2025-02-05
108424,P0301,Home & Kitchen,Blender,25.21,194.92,It's fine,2025-05-15
108425,P0305,Home & Kitchen,Toaster,5.96,353.75,Bad experience,2025-05-08
108426,P0605,Beauty,Perfume,6.5,111.67,Good product,2025-03-25
108427,P0605,Beauty,Perfume,22.69,116.19,Highly recommend,2025-02-11
108428,P0602,Beauty,Foundation,29.54,274.58,It's fine,2025-02-02
108429,P0403,Books,Science,29.68,327.26,Nothing special,2024-08-30
108430,P0605,Beauty,Perfume,3.98,47.31,Average product,2025-05-04
108431,P0505,Sports,Yoga Mat,26.94,277.16,Fantastic,2024-06-06
108432,P0202,Apparel,Jeans,21.38,248.71,It's fine,2024-08-02
108433,P0201,Apparel,T-Shirt,27.67,238.17,Okay quality,2025-01-29
108434,P0104,Electronics,Smartwatch,10.88,312.1,Best purchase,2024-11-03
108435,P0402,Books,Non-Fiction,15.87,124.81,Excellent quality,2024-08-25
108436,P0603,Beauty,Eyeliner,27.82,216.15,Good product,2025-03-14
108437,P0503,Sports,Tennis Racket,4.67,53.04,Nothing special,2024-10-04
108438,P0401,Books,Fiction,15.35,49.38,Satisfactory,2024-10-30
108439,P0102,Electronics,Laptop,26.07,212.44,Disappointed,2024-11-11
108440,P0602,Beauty,Foundation,3.64,13.66,Bad experience,2025-01-13
108441,P0404,Books,Biography,21.04,252.85,Excellent quality,2024-09-05
108442,P0401,Books,Fiction,16.16,75.3,Defective,2024-06-20
108443,P0205,Apparel,Hat,16.73,61.41,Best purchase,2024-09-10
108444,P0403,Books,Science,2.51,279.79,It's fine,2025-02-26
108445,P0104,Electronics,Smartwatch,27.42,9.9,Works perfectly,2024-08-05
108446,P0103,Electronics,Headphones,17.18,23.06,Neither good nor bad,2024-10-22
108447,P0503,Sports,Tennis Racket,11.01,67.16,Best purchase,2024-06-25
108448,P0303,Home & Kitchen,Coffee Maker,6.16,168.53,Works perfectly,2025-03-13
108449,P0201,Apparel,T-Shirt,19.12,283.35,Fantastic,2024-09-19
108450,P0501,Sports,Football,17.83,334.05,Exceeded expectations,2025-02-14
108451,P0401,Books,Fiction,21.88,323.79,Good product,2024-12-09
108452,P0101,Electronics,Smartphone,11.61,246.78,Neither good nor bad,2024-07-10
108453,P0604,Beauty,Moisturizer,7.47,286.45,Fantastic,2024-06-20
108454,P0304,Home & Kitchen,Vacuum Cleaner,20.69,222.16,Good product,2024-07-24
108455,P0105,Electronics,Camera,26.37,56.29,Mediocre,2024-10-27
108456,P0605,Beauty,Perfume,29.53,180.94,Acceptable,2024-08-12
108457,P0203,Apparel,Sneakers,21.03,70.14,Good product,2024-09-12
108458,P0505,Sports,Yoga Mat,17.33,327.38,Mediocre,2025-01-28
108459,P0201,Apparel,T-Shirt,17.79,38.4,Okay quality,2024-07-05
108460,P0203,Apparel,Sneakers,24.61,208.07,Poor quality,2025-04-14
108461,P0602,Beauty,Foundation,12.41,418.35,Highly recommend,2024-12-02
108462,P0204,Apparel,Jacket,1.69,219.6,Excellent quality,2025-01-12
108463,P0301,Home & Kitchen,Blender,16.84,34.55,Excellent quality,2024-10-29
108464,P0601,Beauty,Lipstick,8.18,370.81,Highly recommend,2024-07-07
108465,P0403,Books,Science,18.6,395.36,Works perfectly,2024-06-06
108466,P0205,Apparel,Hat,25.49,72.48,Decent,2024-10-08
108467,P0401,Books,Fiction,23.38,313.04,Satisfactory,2024-07-03
108468,P0203,Apparel,Sneakers,16.55,219.5,Bad experience,2025-01-14
108469,P0304,Home & Kitchen,Vacuum Cleaner,23.95,294.06,Satisfactory,2024-08-29
108470,P0304,Home & Kitchen,Vacuum Cleaner,28.66,91.27,Average product,2025-04-19
108471,P0602,Beauty,Foundation,10.7,123.15,Works perfectly,2025-04-24
108472,P0505,Sports,Yoga Mat,2.71,297.41,Mediocre,2024-06-19
108473,P0603,Beauty,Eyeliner,11.01,299.43,Exceeded expectations,2024-07-30
108474,P0405,Books,Mystery,7.59,23.27,Great value,2025-01-04
108475,P0501,Sports,Football,29.88,219.65,Neutral feeling,2024-11-25
108476,P0303,Home & Kitchen,Coffee Maker,24.6,296.99,Works perfectly,2024-09-04
108477,P0303,Home & Kitchen,Coffee Maker,20.41,306.8,Okay quality,2024-06-03
108478,P0401,Books,Fiction,16.14,322.65,Excellent quality,2025-01-15
108479,P0201,Apparel,T-Shirt,1.19,267.82,Good product,2024-06-29
108480,P0602,Beauty,Foundation,14.62,284.07,Defective,2024-08-13
108481,P0102,Electronics,Laptop,3.75,313.02,Cheaply made,2025-02-21
108482,P0603,Beauty,Eyeliner,8.34,412.36,Loved it,2025-03-22
108483,P0203,Apparel,Sneakers,15.28,262.49,Loved it,2024-12-14
108484,P0402,Books,Non-Fiction,3.17,44.44,Decent,2025-05-30
108485,P0502,Sports,Basketball,28.59,112.03,Exceeded expectations,2025-06-01
108486,P0405,Books,Mystery,12.7,148.52,Works perfectly,2024-07-01
108487,P0602,Beauty,Foundation,25.82,119.68,Satisfactory,2025-04-30
108488,P0303,Home & Kitchen,Coffee Maker,27.07,289.16,Mediocre,2025-04-22
108489,P0104,Electronics,Smartwatch,0.56,313.92,Highly recommend,2025-01-20
108490,P0402,Books,Non-Fiction,25.44,248.75,Excellent quality,2024-09-01
108491,P0201,Apparel,T-Shirt,27.27,359.24,Best purchase,2024-10-26
108492,P0102,Electronics,Laptop,5.67,467.39,Good product,2024-11-20
108493,P0103,Electronics,Headphones,20.71,51.63,Highly recommend,2025-04-15
108494,P0204,Apparel,Jacket,1.54,10.17,Satisfactory,2025-01-24
108495,P0604,Beauty,Moisturizer,10.73,112.98,Best purchase,2024-06-02
108496,P0505,Sports,Yoga Mat,21.81,124.26,Loved it,2025-02-02
108497,P0305,Home & Kitchen,Toaster,1.53,42.89,Best purchase,2024-10-19
108498,P0204,Apparel,Jacket,6.58,360.8,Great value,2025-01-19
108499,P0301,Home & Kitchen,Blender,15.69,176.76,Nothing special,2025-01-10
108500,P0605,Beauty,Perfume,5.01,256.99,Would not recommend,2025-04-29
108501,P0403,Books,Science,12.1,42.74,Disappointed,2024-12-24
108502,P0505,Sports,Yoga Mat,18.92,371.05,Stopped working,2025-04-21
108503,P0104,Electronics,Smartwatch,22.46,386.34,Best purchase,2024-06-18
108504,P0102,Electronics,Laptop,22.1,244.78,Excellent quality,2024-07-16
108505,P0404,Books,Biography,2.42,70.71,Very satisfied,2024-08-13
108506,P0101,Electronics,Smartphone,23.56,345.72,It's fine,2024-09-02
108507,P0601,Beauty,Lipstick,11.52,176.51,Nothing special,2024-12-16
108508,P0602,Beauty,Foundation,15.23,53.16,Good product,2025-05-02
108509,P0503,Sports,Tennis Racket,6.48,433.75,Nothing special,2024-08-24
108510,P0301,Home & Kitchen,Blender,8.25,363.58,It's fine,2024-09-10
108511,P0405,Books,Mystery,17.22,384.27,Neutral feeling,2025-05-16
108512,P0303,Home & Kitchen,Coffee Maker,12.79,357.23,Very satisfied,2025-03-26
108513,P0501,Sports,Football,12.15,435.3,Highly recommend,2025-03-26
108514,P0204,Apparel,Jacket,11.46,169.14,Excellent quality,2024-11-13
108515,P0304,Home & Kitchen,Vacuum Cleaner,21.33,67.21,Neutral feeling,2024-10-26
108516,P0304,Home & Kitchen,Vacuum Cleaner,10.65,12.09,Decent,2024-12-28
108517,P0201,Apparel,T-Shirt,11.74,317.03,Good product,2024-10-17
108518,P0204,Apparel,Jacket,24.9,62.2,Excellent quality,2025-04-18
108519,P0303,Home & Kitchen,Coffee Maker,6.01,276.73,Fantastic,2025-03-21
108520,P0601,Beauty,Lipstick,16.13,299.02,Great value,2024-08-04
108521,P0601,Beauty,Lipstick,12.12,40.19,It's fine,2024-09-13
108522,P0303,Home & Kitchen,Coffee Maker,24.16,377.2,Loved it,2025-04-01
108523,P0504,Sports,Running Shoes,16.04,191.11,Excellent quality,2024-08-19
108524,P0505,Sports,Yoga Mat,28.62,97.71,Would not recommend,2024-10-26
108525,P0402,Books,Non-Fiction,13.85,69.86,Neutral feeling,2024-12-22
108526,P0601,Beauty,Lipstick,19.0,237.6,Disappointed,2025-01-04
108527,P0203,Apparel,Sneakers,18.55,64.58,Fantastic,2025-04-17
108528,P0102,Electronics,Laptop,4.33,129.6,Fantastic,2025-06-01
108529,P0605,Beauty,Perfume,20.54,93.48,Loved it,2025-05-27
108530,P0604,Beauty,Moisturizer,10.12,364.46,Average product,2025-05-26
108531,P0505,Sports,Yoga Mat,13.66,292.74,Best purchase,2025-01-28
108532,P0304,Home & Kitchen,Vacuum Cleaner,10.29,426.2,Very satisfied,2024-06-16
108533,P0101,Electronics,Smartphone,13.07,386.23,Neither good nor bad,2024-07-07
108534,P0505,Sports,Yoga Mat,21.73,175.8,Very satisfied,2024-07-07
108535,P0501,Sports,Football,3.28,56.93,Best purchase,2024-11-13
108536,P0602,Beauty,Foundation,5.92,207.01,Poor quality,2024-07-09
108537,P0501,Sports,Football,29.07,135.8,Excellent quality,2024-12-16
108538,P0201,Apparel,T-Shirt,21.7,158.99,Great value,2024-12-11
108539,P0402,Books,Non-Fiction,19.01,86.15,It's fine,2025-02-09
108540,P0403,Books,Science,27.16,274.19,Would not recommend,2025-03-24
108541,P0202,Apparel,Jeans,25.93,312.03,Exceeded expectations,2024-11-28
108542,P0601,Beauty,Lipstick,6.43,208.44,Loved it,2025-05-12
108543,P0603,Beauty,Eyeliner,20.65,231.09,Loved it,2025-03-26
108544,P0504,Sports,Running Shoes,10.97,10.09,Decent,2024-11-05
108545,P0301,Home & Kitchen,Blender,26.9,96.09,Loved it,2024-08-18
108546,P0303,Home & Kitchen,Coffee Maker,6.12,90.48,Nothing special,2025-05-22
108547,P0501,Sports,Football,17.59,191.66,Bad experience,2024-10-28
108548,P0101,Electronics,Smartphone,9.52,244.09,Mediocre,2024-11-17
108549,P0203,Apparel,Sneakers,8.02,271.56,Neutral feeling,2024-07-13
108550,P0202,Apparel,Jeans,22.09,347.12,Satisfactory,2024-12-24
108551,P0204,Apparel,Jacket,9.51,178.68,Not worth the price,2025-01-12
108552,P0502,Sports,Basketball,17.49,70.09,Good product,2024-11-02
108553,P0601,Beauty,Lipstick,19.08,112.75,Excellent quality,2024-08-16
108554,P0301,Home & Kitchen,Blender,12.19,350.71,Best purchase,2024-10-01
108555,P0502,Sports,Basketball,20.85,284.56,Okay quality,2024-11-08
108556,P0305,Home & Kitchen,Toaster,22.34,52.88,Highly recommend,2024-06-17
108557,P0602,Beauty,Foundation,27.47,151.87,Okay quality,2025-03-19
108558,P0505,Sports,Yoga Mat,12.09,382.7,Good product,2024-06-21
108559,P0605,Beauty,Perfume,4.09,89.13,Great value,2024-11-08
108560,P0605,Beauty,Perfume,7.12,371.55,Decent,2025-02-21
108561,P0204,Apparel,Jacket,29.56,181.91,Exceeded expectations,2025-03-30
108562,P0104,Electronics,Smartwatch,25.91,60.05,Best purchase,2025-02-07
108563,P0604,Beauty,Moisturizer,9.28,138.01,Disappointed,2025-05-20
108564,P0601,Beauty,Lipstick,13.03,12.85,Works perfectly,2024-07-22
108565,P0303,Home & Kitchen,Coffee Maker,16.07,288.23,Neutral feeling,2024-11-22
108566,P0104,Electronics,Smartwatch,17.19,273.84,Loved it,2025-05-10
108567,P0105,Electronics,Camera,26.64,88.2,Great value,2024-07-06
108568,P0305,Home & Kitchen,Toaster,14.7,230.33,Very satisfied,2024-08-05
108569,P0604,Beauty,Moisturizer,5.56,369.04,Loved it,2024-06-11
108570,P0404,Books,Biography,2.04,199.22,Great value,2025-03-30
108571,P0605,Beauty,Perfume,14.79,225.48,Poor quality,2024-07-12
108572,P0505,Sports,Yoga Mat,21.01,236.57,It's fine,2024-07-18
108573,P0303,Home & Kitchen,Coffee Maker,20.7,287.38,Waste of money,2025-05-10
108574,P0605,Beauty,Perfume,18.57,87.28,Stopped working,2025-05-03
108575,P0204,Apparel,Jacket,26.63,91.98,Not worth the price,2024-09-01
108576,P0102,Electronics,Laptop,4.88,401.76,Highly recommend,2024-07-21
108577,P0502,Sports,Basketball,11.99,128.3,Excellent quality,2024-09-04
108578,P0604,Beauty,Moisturizer,8.66,184.83,Best purchase,2025-05-02
108579,P0303,Home & Kitchen,Coffee Maker,3.44,176.87,Defective,2024-09-23
108580,P0604,Beauty,Moisturizer,23.92,336.06,Neither good nor bad,2024-08-28
108581,P0403,Books,Science,4.27,358.89,Works perfectly,2024-10-07
108582,P0304,Home & Kitchen,Vacuum Cleaner,1.94,82.29,Fantastic,2024-07-22
108583,P0101,Electronics,Smartphone,14.54,88.62,Very satisfied,2025-04-16
108584,P0205,Apparel,Hat,2.28,94.44,Bad experience,2025-02-02
108585,P0402,Books,Non-Fiction,14.25,325.05,Excellent quality,2024-09-01
108586,P0101,Electronics,Smartphone,25.97,296.25,Not worth the price,2025-04-21
108587,P0604,Beauty,Moisturizer,17.66,193.47,Waste of money,2024-08-16
108588,P0302,Home & Kitchen,Microwave,21.32,223.9,Average product,2024-07-12
108589,P0205,Apparel,Hat,21.8,232.68,Best purchase,2024-08-26
108590,P0404,Books,Biography,14.11,334.08,Acceptable,2024-08-17
108591,P0403,Books,Science,20.95,255.23,Loved it,2024-09-02
108592,P0403,Books,Science,10.17,94.13,Good product,2025-01-12
108593,P0202,Apparel,Jeans,8.88,259.13,Excellent quality,2024-06-19
108594,P0104,Electronics,Smartwatch,25.58,179.3,Terrible,2024-08-22
108595,P0503,Sports,Tennis Racket,7.53,393.81,Loved it,2025-02-17
108596,P0603,Beauty,Eyeliner,17.11,70.12,Defective,2025-04-08
108597,P0501,Sports,Football,28.59,63.47,Exceeded expectations,2024-11-05
108598,P0205,Apparel,Hat,6.13,125.2,Would not recommend,2025-01-27
108599,P0204,Apparel,Jacket,12.2,80.67,Bad experience,2025-03-01
108600,P0201,Apparel,T-Shirt,29.11,263.22,Terrible,2025-01-20
108601,P0501,Sports,Football,14.81,235.14,Great value,2024-06-23
108602,P0201,Apparel,T-Shirt,7.71,173.01,Cheaply made,2024-12-25
108603,P0605,Beauty,Perfume,28.43,156.59,Best purchase,2024-07-18
108604,P0404,Books,Biography,2.63,363.15,Good product,2024-08-15
108605,P0402,Books,Non-Fiction,23.87,61.9,Nothing special,2025-05-19
108606,P0204,Apparel,Jacket,1.93,438.28,Very satisfied,2024-07-13
108607,P0503,Sports,Tennis Racket,17.89,359.31,Very satisfied,2024-08-10
108608,P0501,Sports,Football,15.63,208.86,Poor quality,2024-12-09
108609,P0505,Sports,Yoga Mat,16.86,20.3,Okay quality,2024-11-27
108610,P0305,Home & Kitchen,Toaster,15.98,418.24,Acceptable,2024-08-27
108611,P0401,Books,Fiction,12.79,353.56,Great value,2024-08-26
108612,P0304,Home & Kitchen,Vacuum Cleaner,15.08,165.45,Mediocre,2024-10-19
108613,P0302,Home & Kitchen,Microwave,6.18,11.92,Bad experience,2025-01-09
108614,P0604,Beauty,Moisturizer,6.58,351.6,Best purchase,2025-04-17
108615,P0405,Books,Mystery,10.25,351.31,Good product,2025-02-02
108616,P0201,Apparel,T-Shirt,9.36,82.04,Cheaply made,2025-03-29
108617,P0301,Home & Kitchen,Blender,28.16,118.09,Exceeded expectations,2024-09-13
108618,P0101,Electronics,Smartphone,17.88,208.73,Neutral feeling,2024-09-21
108619,P0104,Electronics,Smartwatch,6.91,76.32,Average product,2025-01-27
108620,P0302,Home & Kitchen,Microwave,20.41,278.92,Neutral feeling,2024-09-15
108621,P0205,Apparel,Hat,1.24,150.55,Mediocre,2024-06-04
108622,P0304,Home & Kitchen,Vacuum Cleaner,3.01,196.23,Okay quality,2025-03-06
108623,P0404,Books,Biography,21.22,21.54,Waste of money,2025-01-22
108624,P0601,Beauty,Lipstick,24.62,85.6,Highly recommend,2025-05-03
108625,P0604,Beauty,Moisturizer,14.93,176.37,Excellent quality,2024-12-13
108626,P0405,Books,Mystery,17.14,211.63,Neutral feeling,2024-06-06
